Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JP1334,FALSE,TRUE,37320,Asian Art,Woodblock print,"冨嶽三十六景　駿州片倉茶園の不二|Fuji from the Katakura Tea Fields in Suruga (Sunshū Katakura chaen no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 13/16 in. (24.9 cm); W. 14 5/8 in. (37.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37320,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Houses|Horses|Mountains|Landscapes|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141019.jpg
JP1335,FALSE,TRUE,37321,Asian Art,Woodblock print,"冨嶽三十六景　五百らかん寺さざゐどう|Sazai Hall at the Temple of the Five Hundred Arhats (Gohyaku Rakanji Sazaidō), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 10 1/16 in. (25.6 cm); W. 14 5/8 in. (37.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37321,2019-08-30T04:39:31.753Z,"Metropolitan Museum of Art, New York, NY",Infants|Men|Women|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141020.jpg
JP1336,FALSE,TRUE,37322,Asian Art,Woodblock print,"冨嶽三十六景　隠田の水車|The Waterwheel at Onden (Onden no suisha), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 10 in. (25.4 cm); W. 14 7/8 in. (37.8 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37322,2019-08-30T04:39:31.753Z,"Metropolitan Museum of Art, New York, NY",Watermills|Men|Women|Mountains,https://images.metmuseum.org/CRDImages/as/original/DP141021.jpg
JP1339,FALSE,TRUE,37323,Asian Art,Woodblock print,"百人一首　宇波か縁説　藤原道信朝臣|Poem by Fujiwara no Michinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 9 15/16 in. (25.2 cm); W. 14 3/8 in. (36.5 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37323,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Men|Landscapes|Working|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP140968.jpg
JP1340,FALSE,TRUE,37324,Asian Art,Woodblock print,"百人一首　うばがゑとき　伊勢|Poem by Ise, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 9 15/16 in. (25.2 cm); W. 14 3/8 in. (36.5 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37324,2019-08-30T04:39:31.753Z,"Metropolitan Museum of Art, New York, NY",Buildings|Men|Women|Working,https://images.metmuseum.org/CRDImages/as/original/DP140969.jpg
JP2997,FALSE,TRUE,37362,Asian Art,Woodblock print,"冨嶽三十六景　御厩川岸より両国橋夕陽見|Viewing the Sunset over Ryōgoku Bridge from the Onmaya Embankment (Onmayagashi yori Ryōgokubashi sekiyō o miru), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–31,1820,1842,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/4 in. (24.4 x 37.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37362,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141096.jpg
JP1,FALSE,TRUE,37391,Asian Art,Print,鞠子|Mariko,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1805,1795,1815,Polychrome woodblock print; ink and color on paper,4 15/16 x 14 3/16 in. (12.5 x 36 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37391,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Eating,https://images.metmuseum.org/CRDImages/as/original/DP141264.jpg
JP1337,FALSE,TRUE,39655,Asian Art,Woodblock print,"冨嶽三十六景　登戸浦|Noboto Bay (Noboto no ura), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 3/16 in. (26.0 x 38.6 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/39655,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Gates|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141022.jpg
JP1327,FALSE,TRUE,39656,Asian Art,Woodblock print,"冨嶽三十六景　甲州石班沢|Kajikazawa in Kai Province (Kōshū Kajikazawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/39656,2019-08-30T04:39:31.753Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains,https://images.metmuseum.org/CRDImages/as/original/DP141013.jpg
JP2564,FALSE,TRUE,39798,Asian Art,Woodblock print,"冨嶽三十六景　信州諏訪湖|Lake Suwa in Shinano Province (Shinshū Suwako), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 7/8 in. (24.8 x 37.8 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/39798,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Lakes|Volcanoes|Trees|Boats,https://images.metmuseum.org/CRDImages/as/original/DP140970.jpg
JP2569,FALSE,TRUE,39799,Asian Art,Woodblock print,"「富嶽三十六景　神奈川沖浪裏」|Under the Wave off Kanagawa (Kanagawa oki nami ura), or The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/39799,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Mountains|Boats|Waves,https://images.metmuseum.org/CRDImages/as/original/DP141042.jpg
JP2986,FALSE,TRUE,39800,Asian Art,Woodblock print,"葛飾北斎画　冨嶽三十六景　甲州石班沢|Kajikazawa in Kai Province (Kōshū Kajikazawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print,10 1/4 x 15 1/8 in. (26 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/39800,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Waves,https://images.metmuseum.org/CRDImages/as/original/DP141085.jpg
14.76.59.1–.102,FALSE,TRUE,40011,Asian Art,Album leaves,葛飾北斎筆 鶏と木材鶏図|Album of Sketches by Katsushika Hokusai and His Disciples,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,19th century,1800,1868,Album of ninety-seven leaves; ink and color on paper,Each leaf: 15 1/2 x 10 1/2 in. (39.4 x 26.7 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40011,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Roosters,https://images.metmuseum.org/CRDImages/as/original/DP207207_CRD.jpg
1991.151,FALSE,TRUE,44634,Asian Art,Hanging scroll,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1810,1800,1820,Fan mounted as hanging scroll; ink and color on paper,"Image: 9 7/16 × 20 3/16 in. (24 × 51.3 cm)
Overall with mounting: 54 3/4 × 28 3/4 in. (139 × 73 cm)
Overall with knobs: 54 3/4 × 31 in. (139 × 78.7 cm)","Purchase, Friends of Asian Art Gifts, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/44634,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men,https://images.metmuseum.org/CRDImages/as/original/1991_151.jpg
JP3516,FALSE,TRUE,44900,Asian Art,Print,詩歌写真鏡　李白|Ri Haku from the series Mirrors of Japanese and Chinese Poems (Shiika shashin kyō),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,20 3/8 x 9 in. (51.8 x 22.9 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/44900,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Poetry|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP146848.jpg
JP2921,FALSE,TRUE,44981,Asian Art,Woodblock print,"雪月花　隅田|Snow on the Sumida River (Sumida), from the series, Snow, Moon, and Flowers (Setsugekka)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 1/2 in. (24.8 x 36.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/44981,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Rivers|Moon|Landscapes|Snow|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141240.jpg
JP1398,FALSE,TRUE,45026,Asian Art,Woodblock print,"諸國名橋奇覧　三河の八ツ橋の古図|Ancient View of Yatsuhashi in Mikawa Province (Mikawa no Yatsuhashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1834,1824,1844,Polychrome woodblock print; ink and color on paper,9 1/8 x 14 5/8 in. (23.2 x 37.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45026,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141235.jpg
JP1084,FALSE,TRUE,45027,Asian Art,Woodblock print,"諸國瀧廻リ　和州吉野義経馬洗滝|The Waterfall Where Yoshitsune Washed His Horse at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,H. 14 5/8 in. (37.1 cm); W. 10 in. (25.4 cm),"Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45027,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Horses|Waterfalls|Washing,https://images.metmuseum.org/CRDImages/as/original/DP141250.jpg
JP2968,FALSE,TRUE,45030,Asian Art,Woodblock print,"冨嶽三十六景　甲州犬目峠|The Inume Pass in Kai Province (Kōshū Inume tōge), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1831–32,1820,1842,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45030,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Horses|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141061.jpg
JP1857,FALSE,TRUE,45034,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Polychrome woodblock print; ink and color on paper,H. 7 7/8 in. (20 cm); W. 21 7/8 in. (55.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45034,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men|Musicians,https://images.metmuseum.org/CRDImages/as/original/DP146849.jpg
JP1290,FALSE,TRUE,45218,Asian Art,Print,"風流無くてななくせ|Squeaking a Ground Cherry, from the series Seven Fashionable Useless Habits (Furyu nakute nana kuse)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1798,1788,1808,Polychrome woodblock print; ink and color on paper,14 5/16 x 9 3/4 in. (36.4 x 24.8cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45218,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/DP140967.jpg
JP2939,FALSE,TRUE,45261,Asian Art,Woodblock print,"百人一首　うはか縁説　清原深養父|Poem by Kiyohara no Fukayabu, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1835,1825,1845,Polychrome woodblock print; ink and color on paper,10 5/8 x 14 1/2 in. (27 x 36.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45261,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Rivers|Lanterns|Men|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141114.jpg
"JIB79a, b",FALSE,TRUE,45274,Asian Art,Illustrated book,Edo meisho|Famous Sites of Edo,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1800,1700,1868,Two volumes; polychrome woodblock print; ink and color on paper,Each: 10 1/16 × 6 5/8 × 1/4 in. (25.6 × 16.8 × 0.6 cm),"Gift of Mary L. Cassilly, 1894
",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/45274,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Tea Houses|Men|Women,https://images.metmuseum.org/CRDImages/as/original/JIB79_a_003_crd.jpg
JP1847,FALSE,TRUE,45434,Asian Art,Woodblock print,"「富嶽三十六景　神奈川沖浪裏」|Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,10 1/8 x 14 15/16 in. (25.7 x 37.9 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45434,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Waves,https://images.metmuseum.org/CRDImages/as/original/DP130155.jpg
JIB107,FALSE,TRUE,45444,Asian Art,Illustrated book,Ehon Musashi no Abumi|A Picture Book of Japanese Warriors,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1836,1700,1868,Polychrome Woodblock printed book,8 7/8 × 6 1/8 × 3/8 in. (22.5 × 15.6 × 1 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/45444,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Men,https://images.metmuseum.org/CRDImages/as/original/LC-JIB107_005_crd.jpg
JIB16,FALSE,TRUE,45445,Asian Art,Illustrated book,Onna Imagawa|Precepts for Women,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1820s,1820,1829,Book of polychrome woodblock prints; ink and color on paper,9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/45445,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Balconies|Women|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB16_006_crd.jpg
JP2570,FALSE,TRUE,45494,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",", New York, NY (1936; sold to MMA).",Katsushika Hokusai,Japanese,1760,1849,ca. 1796,1786,1806,Polychrome woodblock print; ink and color on paper,8 1/2 x 6 in. (21.6 x 15.2 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45494,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Dance|Flowers|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP148845.jpg
14.76.36,FALSE,TRUE,45811,Asian Art,Hanging scroll,伝葛飾北斎筆 神宮皇后図|The Legendary Empress Jingū,Japan,Edo period (1615–1868),,,,Artist,Studio of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,dated 1847,1847,1847,Hanging scroll; ink and color on silk,"Image: 31 3/4 × 12 1/2 in. (80.7 × 31.7 cm)
Overall with mounting: 64 7/16 × 17 9/16 in. (163.7 × 44.6 cm)
Overall with knobs: 64 7/16 × 19 5/16 in. (163.7 × 49 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45811,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Bow and Arrow|Women,https://images.metmuseum.org/CRDImages/as/original/14_76_36_02_sf..jpg
